Battery,Car_name,Car_name_link,Efficiency,Fast_charge,Price.DE.,Range,Top_speed,acceleration..0.100.
68.0,Fiat E-Ulyss,https://ev-d,257,290.0,61990.0,265,130,13.3
83.7,Porsche Tayc,https://ev-d,207,1000.0,165372.0,405,260,3.2
60.0,Mercedes EQV,https://ev-d,286,200.0,68949.0,210,160,12.0
68.0,Opel Vivaro-,https://ev-d,262,280.0,57775.0,260,130,13.3
46.3,Opel Vivaro-,https://ev-d,250,290.0,50992.0,185,130,12.1
46.3,Opel Zafira-,https://ev-d,257,290.0,64075.0,180,130,12.1
46.3,Peugeot e-Ex,https://ev-d,250,290.0,52730.0,185,130,13.1
46.3,Citroen e-Ju,https://ev-d,257,290.0,52730.0,180,130,12.1
46.3,Fiat E-Ulyss,https://ev-d,250,290.0,55990.0,185,130,12.1
46.3,Opel Vivaro-,https://ev-d,257,290.0,51825.0,180,130,12.1
68.0,Opel Zafira-,https://ev-d,257,290.0,69250.0,265,130,13.3
46.3,Fiat E-Ulyss,https://ev-d,257,290.0,56990.0,180,130,12.1
